,race,age,fnlwgt,education_num,capital_gain,hours_per_week,GroundTruth,GroundTruth_DB,FairDEN2,FairSC_normalized2,FairSC2,FairDEN3,FairSC_normalized3,FairSC3,FairDEN4,FairSC_normalized4,FairSC4,FairDEN5,FairSC_normalized5,FairSC5,FairDEN6,FairSC_normalized6,FairSC6,FairDEN7,FairSC_normalized7,FairSC7,FairDEN8,FairSC_normalized8,FairSC8,FairDEN9,FairSC_normalized9,FairSC9,FairDEN10,FairSC_normalized10,FairSC10
46889,4,42,123838,13,0,60,1,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,2,7,2,3,6,7,8,9,2,1
32674,4,50,165001,15,99999,80,1,1,1,1,1,2,2,0,-1,2,1,-1,4,3,-1,3,4,-1,0,2,-1,5,5,-1,4,8,-1,4,1
18148,4,64,126233,9,0,20,0,0,1,0,1,1,1,1,0,0,1,4,2,3,2,3,4,1,6,1,7,6,5,6,5,1,9,7,1
20442,2,30,228406,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,0,3,4,6,0,5,2,5,5,3,4,1,1,4,1
167,4,46,102628,14,0,40,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1
46774,4,24,231261,8,0,50,0,0,0,0,0,1,1,1,0,1,1,1,0,0,5,0,0,4,4,5,5,5,3,8,6,7,0,1,6
4740,4,55,110871,13,0,40,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,4,1
18087,4,33,289716,6,0,40,0,0,1,0,0,1,1,2,0,1,0,4,2,0,2,3,2,1,4,5,7,4,0,6,1,6,3,0,5
39052,1,40,190650,13,0,45,1,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
28915,4,33,190290,11,0,56,0,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,4,5,5,1,3,8,6,7,9,1,6
41382,4,46,114328,10,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,6,1,6,6,5,1,8,1,4,3,7
42785,4,23,332657,10,0,25,0,0,0,0,0,1,0,2,0,3,0,1,3,2,2,2,5,1,2,4,5,3,1,8,3,2,9,6,3
45894,4,48,183610,11,0,40,0,0,0,1,1,0,1,1,1,1,1,2,0,3,1,3,4,0,6,6,6,6,6,1,8,4,5,3,7
43394,4,34,61559,9,0,35,0,0,0,0,0,0,1,1,1,1,3,1,1,4,5,4,0,4,1,3,0,7,7,4,0,0,5,5,2
32197,4,37,40955,15,0,50,1,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,5,5,2,1,2,2,2,7,8,3,2,1
5266,4,35,113322,11,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,1,4,1,0,1,3,6,7,7,1,0,0,5,5,2
29589,4,44,213416,3,0,40,0,0,1,0,0,1,1,1,0,1,1,4,2,3,2,3,4,1,4,5,7,4,5,6,1,1,3,0,5
1219,4,38,200818,15,0,40,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,0,2,1
35071,4,22,41763,9,0,42,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2
32908,4,59,128829,9,0,40,0,0,0,1,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7
45626,4,27,234135,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
27064,4,38,125933,13,27828,45,1,0,1,1,1,2,2,0,2,2,1,3,4,3,4,3,4,2,0,2,4,5,5,7,4,8,7,4,1
3401,2,66,190324,9,0,18,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,1,0,5,7,5,5,6,4,1,9,4,1
15578,4,27,132326,10,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2
4844,4,34,253438,10,0,60,1,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,4,5,5,1,3,8,6,7,0,1,6
31049,4,43,306440,15,0,66,0,0,1,1,1,1,2,0,3,2,2,0,4,1,3,5,2,3,5,5,3,1,3,5,6,8,8,1,1
43032,4,20,114365,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,0,4,0,6,1,3,2,7,7,3,0,0,1,5,2
11250,4,18,329054,7,0,15,0,0,1,0,0,1,0,2,0,0,0,4,1,2,2,1,5,5,2,4,1,3,1,2,3,2,3,6,3
33438,1,49,146121,3,0,20,0,0,1,0,1,2,1,1,2,1,1,3,0,3,3,3,4,3,0,5,3,5,5,0,4,1,6,4,1
4962,4,44,402397,14,0,60,1,0,1,1,1,1,2,0,3,3,2,0,3,0,3,2,2,5,3,5,1,0,0,2,2,6,8,9,0
33842,2,28,132675,11,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
2191,4,22,355686,10,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,2,0,3,5,6,0,0,1,2,6,4,9,0
14474,4,48,101299,9,0,40,1,0,0,0,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7
22172,4,29,180758,14,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
32759,4,41,233150,9,0,60,0,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,4,5,5,1,3,8,6,7,0,1,6
36614,4,51,126528,9,0,60,0,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,1,4,5,7,1,3,6,6,7,9,1,6
8617,4,30,219110,9,0,46,0,0,0,0,0,0,1,2,1,1,3,1,0,4,5,4,0,4,1,5,0,7,3,4,0,7,5,8,6
44132,4,45,174426,14,0,43,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1
40938,4,57,38430,4,0,40,0,0,1,0,1,1,1,1,0,1,1,0,2,3,3,3,4,5,4,1,1,4,5,2,1,1,8,0,5
3939,4,28,37215,13,0,45,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,3,5,2,4
23905,4,51,205100,10,0,45,1,0,0,1,1,0,1,1,1,1,1,1,2,3,5,3,4,4,6,1,0,6,5,4,8,1,5,3,7
2982,4,43,175485,10,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,1,0,6,6,6,6,6,1,8,4,4,3,8
29386,4,29,195284,16,0,60,1,0,1,1,1,1,2,0,3,2,2,0,4,1,3,5,3,3,5,2,3,2,2,5,7,8,2,2,1
7155,4,54,94055,13,0,40,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,4,1
41481,1,19,78374,10,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,5,4,1
43769,4,18,131825,7,0,21,0,0,0,0,0,1,0,2,0,0,0,1,1,2,5,1,5,4,2,4,5,3,1,8,3,2,0,6,3
26161,4,28,145284,9,0,70,0,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,1,4,5,7,1,3,6,6,7,3,1,6
16339,4,57,127728,13,15024,50,1,0,1,1,1,2,2,0,3,2,1,0,4,3,3,3,4,3,0,2,3,5,5,5,4,8,2,4,1
23204,4,23,267955,10,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,2,0,3,0,6,0,4,1,0,5,4,8,9
45438,4,55,109015,13,0,40,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,4,1
36554,4,25,169905,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,0,4,1,6,1,0,2,7,4,3,0,5,1,8,9
17484,2,35,269300,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,0,3,4,6,0,5,2,5,5,3,4,1,1,4,1
23292,4,35,126675,9,0,48,0,0,0,1,1,0,1,1,1,1,1,1,0,3,5,0,0,4,0,3,0,1,3,4,6,7,5,1,6
8037,4,30,205659,12,0,50,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,3,5,2,4
43927,4,26,224567,7,0,45,0,0,0,0,0,1,1,2,0,1,0,1,0,0,2,3,2,1,4,5,5,4,3,8,1,7,9,0,5
32399,4,45,67001,10,0,50,0,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,0,5,5,1,3,8,8,7,0,3,6
39151,4,46,279724,9,0,45,0,0,0,0,1,0,1,1,1,1,1,1,2,0,5,3,4,4,6,5,0,6,0,4,8,6,5,3,0
4775,4,28,200819,4,0,84,0,0,1,1,1,2,1,1,2,1,1,3,0,3,4,0,0,2,4,5,4,1,3,7,6,7,7,1,6
16507,4,59,368005,7,0,40,0,0,1,0,1,1,1,1,0,1,1,4,2,0,2,3,4,5,6,5,1,4,0,2,1,6,3,0,5
31712,4,62,26857,4,0,35,0,0,1,0,1,1,1,1,3,1,1,0,2,3,3,3,4,3,4,1,3,4,5,5,1,1,2,0,5
5528,4,25,49092,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,5,2,4
38037,4,52,242517,9,7688,40,1,0,1,1,1,1,1,1,3,1,1,0,2,3,3,3,4,5,0,1,1,6,5,2,8,1,8,3,7
34653,4,58,348430,9,0,40,1,0,0,0,1,1,1,1,0,1,0,1,2,0,5,3,2,4,6,5,5,6,0,8,2,6,0,3,0
19234,4,68,192829,12,0,43,0,0,1,1,1,1,2,0,0,2,1,4,4,3,2,5,4,1,6,1,7,6,5,6,4,8,3,4,1
44833,4,32,117444,13,0,50,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1
26896,4,27,192355,13,0,50,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
29359,4,38,128033,10,0,60,0,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,4,5,5,1,3,8,6,7,0,1,6
32950,4,71,113445,3,0,10,0,0,1,0,1,2,1,1,2,1,1,3,2,3,4,3,4,2,6,1,4,4,5,7,5,1,7,7,5
22989,4,18,265099,7,0,16,0,0,1,0,0,1,0,2,0,0,0,4,1,2,2,1,5,5,2,4,7,3,1,2,3,2,3,6,3
14854,4,22,113062,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,5,2,4
6802,4,55,308373,10,0,40,1,0,0,0,1,0,1,1,1,1,1,1,2,0,5,3,4,4,6,5,0,6,0,4,2,6,5,3,0
13466,4,38,374524,13,0,40,1,0,0,0,1,1,0,0,0,3,0,1,3,0,5,2,2,4,3,5,5,0,0,8,2,6,0,9,0
45564,4,25,150361,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2
12081,4,39,355468,9,0,46,1,0,0,0,1,1,0,2,0,3,0,1,3,0,5,2,2,4,3,5,5,0,0,4,2,6,0,9,0
30144,4,21,440969,9,0,40,0,0,0,0,1,1,0,2,0,3,0,1,3,0,2,2,2,1,3,5,5,0,0,8,2,6,9,9,0
46854,4,30,187203,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
42449,4,40,211938,6,0,40,0,0,0,0,0,1,1,1,0,1,1,4,2,3,2,3,4,1,4,5,5,4,5,6,1,1,9,0,5
33022,4,58,199067,13,0,65,1,0,1,1,1,1,2,0,3,2,2,0,4,1,3,5,3,3,5,5,3,5,3,5,4,8,2,4,1
28844,4,20,104981,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,0,4,0,6,1,3,6,7,7,1,0,0,4,5,2
31240,4,32,309513,12,0,40,0,0,0,0,1,0,0,0,0,3,0,1,3,0,5,2,2,4,3,5,5,0,0,4,2,6,0,9,0
33554,4,21,197583,10,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9
38126,4,32,229636,12,5013,60,0,0,1,1,1,1,2,0,3,2,2,0,4,1,3,5,3,3,0,5,3,5,3,2,4,7,8,1,6
18841,4,35,322171,10,0,40,1,0,0,0,0,0,0,2,1,3,0,1,3,0,5,2,2,4,3,5,0,0,0,4,2,6,5,9,0
9618,4,18,238401,10,0,25,0,0,0,0,0,0,0,2,1,0,0,1,1,2,5,1,5,4,2,4,0,3,1,4,3,2,5,6,3
10311,0,27,156266,5,0,40,0,0,0,0,1,1,1,1,0,1,1,1,0,3,2,3,4,1,0,5,5,5,5,8,4,1,9,4,1
19735,4,55,208451,14,0,40,1,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,2,7,2,2,6,7,8,9,4,1
32731,4,50,280292,6,0,40,1,0,1,0,0,1,1,1,0,1,1,4,2,3,2,3,4,5,4,5,1,4,5,2,1,1,8,0,5
9134,4,23,235894,7,0,55,0,0,1,0,0,1,1,1,0,1,1,4,0,3,2,0,0,5,4,5,7,1,3,6,6,7,3,1,6
11986,2,67,64148,10,0,41,0,0,0,0,1,1,1,1,0,1,1,1,0,3,2,3,4,1,0,5,5,5,5,8,4,1,9,4,1
45597,4,34,287168,10,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,2,0,3,5,6,0,0,1,2,6,4,8,0
45608,4,29,269354,10,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,2,0,3,0,6,0,4,1,0,5,4,8,9
39980,4,46,274689,12,0,40,0,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,2,7,5,2,6,4,8,9,4,1
48175,4,24,194848,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
33047,4,28,190911,10,0,40,1,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9
30639,4,57,107443,2,0,40,0,0,1,0,1,1,1,1,3,1,1,0,2,3,3,3,4,3,4,1,3,4,5,5,1,1,8,0,5
28789,4,57,64960,11,0,45,0,0,0,1,1,1,1,1,0,1,1,4,0,3,2,3,4,1,6,1,7,6,5,6,8,1,9,3,7
42467,4,40,151504,9,0,50,0,0,0,1,1,0,1,1,1,1,1,2,0,3,1,0,0,0,0,5,6,1,3,1,6,7,4,1,6
27770,4,34,148207,10,0,65,1,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,4,5,5,1,3,8,6,7,0,1,6
5854,4,64,256019,14,0,35,0,0,1,1,1,1,2,0,0,2,1,4,4,3,2,5,4,5,5,2,1,5,2,2,4,8,8,4,1
30726,4,33,48010,10,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2
36807,4,58,139736,9,0,40,0,0,0,1,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7
43639,4,31,263796,6,0,50,0,0,1,0,0,1,1,1,0,1,1,4,0,0,2,3,2,5,4,5,1,4,3,2,1,7,3,0,5
22317,4,23,209955,9,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,0,4,1,6,1,0,2,7,4,3,0,5,1,8,9
38775,4,18,421350,7,0,20,0,0,1,0,0,1,0,2,3,3,0,0,3,0,3,2,2,3,3,4,3,0,0,5,2,6,2,9,0
3885,4,46,32825,9,0,40,0,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,0,4,6,1,0,6,5,4,8,1,5,5,7
3227,4,39,129597,13,3464,40,0,0,0,1,1,1,2,0,0,2,2,1,4,1,5,5,3,4,5,2,5,2,2,8,7,8,0,2,1
6994,1,22,227994,10,0,39,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
25928,1,27,230959,13,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
36136,4,20,195075,10,0,30,0,0,0,0,0,0,0,2,1,0,0,1,1,2,5,1,5,4,2,4,0,3,1,4,3,2,5,6,3
1824,4,51,158948,9,0,84,1,0,1,1,1,2,1,1,2,1,1,0,0,3,3,0,0,3,4,5,3,1,3,0,6,7,6,1,6
46243,4,32,136331,13,0,40,1,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
34232,4,44,231793,9,0,52,0,0,0,1,1,0,1,1,1,1,1,1,0,3,5,0,4,4,0,5,0,1,3,4,6,7,5,1,6
30030,2,33,311194,7,0,17,0,0,1,0,1,1,1,1,3,1,1,0,0,3,3,3,4,3,0,5,3,5,5,5,4,1,2,4,1
14552,4,80,173488,10,0,20,0,0,1,0,1,1,1,1,3,0,1,0,2,3,3,3,4,3,6,1,1,6,5,2,5,1,8,7,1
39566,4,47,192053,4,0,55,1,0,1,0,1,1,1,1,3,1,1,0,2,3,3,3,4,3,4,5,3,4,5,5,1,1,2,0,5
40867,4,57,37394,13,0,50,1,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,5,5,2,7,2,2,2,7,8,3,4,1
1900,3,29,149943,10,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,1,4,1,0,1,0,6,7,5,1,0,1,4,8,2
17937,4,37,280966,10,0,50,1,0,0,0,1,0,1,1,1,3,1,1,3,0,5,2,2,4,3,5,0,0,0,4,2,6,5,9,0
41685,2,17,130969,5,0,20,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,1,0,5,7,5,5,6,4,1,3,4,1
44240,4,34,55849,9,7298,50,1,0,1,1,1,1,1,1,3,1,1,0,0,3,3,4,0,3,1,3,3,7,7,5,4,0,8,5,2
38393,4,64,169072,6,0,50,0,0,1,0,1,1,1,1,3,1,1,0,2,3,3,3,4,3,4,1,1,4,5,2,1,1,8,0,5
26358,4,44,403782,11,0,45,0,0,1,0,1,1,0,0,0,3,0,4,3,0,2,2,2,1,3,5,7,0,0,6,2,6,9,9,0
43618,4,75,207116,9,0,40,0,0,1,0,1,1,1,1,0,1,1,4,2,3,2,3,4,5,6,1,1,6,5,2,8,1,3,3,7
47213,2,40,235523,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,0,3,4,6,0,5,2,5,5,3,4,1,1,4,1
41671,4,23,271486,9,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,2,0,3,0,6,0,4,1,2,5,4,8,9
46735,4,20,259301,10,0,35,0,0,0,0,0,0,0,2,1,3,0,1,1,0,5,4,2,4,1,0,0,7,4,4,0,5,5,8,9
12915,4,37,117567,13,0,60,1,0,0,1,1,1,2,0,0,2,2,1,4,1,2,5,3,1,5,2,5,2,3,8,7,8,9,2,1
22646,4,28,188064,9,0,35,0,0,0,0,0,0,0,2,1,1,3,2,1,4,1,4,1,0,1,6,6,7,6,1,0,4,4,8,8
24224,4,31,209103,10,3464,45,0,0,0,0,0,1,1,2,0,1,3,1,0,4,2,4,1,1,1,0,5,7,4,8,0,5,9,8,9
2116,4,37,35330,9,0,55,0,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,4,3,5,1,3,4,6,7,0,1,6
2084,4,28,308493,9,0,17,0,0,1,0,0,1,0,2,0,0,0,4,1,2,2,1,5,1,2,4,7,3,1,6,3,2,3,6,3
19826,4,55,209535,14,0,40,1,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,2,7,2,2,6,7,8,9,4,1
29342,1,40,191342,13,0,40,1,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
45922,4,38,119098,10,0,42,0,0,0,0,0,0,1,1,1,1,3,2,0,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2
5923,2,20,325493,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
7356,4,42,166740,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1
24868,4,39,176101,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1
13431,4,32,136204,14,0,55,1,0,0,1,1,1,2,0,0,2,2,1,4,1,5,5,3,4,5,2,5,2,2,8,7,8,0,2,1
10229,4,35,202027,10,0,60,0,0,0,1,1,0,1,1,1,1,1,1,0,3,5,0,0,4,4,5,0,1,3,4,6,7,5,1,6
3940,4,49,371299,9,0,35,0,0,0,0,1,1,0,1,0,3,0,1,3,0,5,2,2,4,3,5,5,0,0,8,2,6,0,9,0
19793,4,60,198170,10,0,40,1,0,0,1,1,0,1,1,1,1,1,2,2,3,1,3,4,0,6,1,6,6,5,1,8,1,4,3,7
15044,4,63,196994,13,0,15,0,0,1,1,1,1,1,1,3,0,1,0,2,3,3,3,4,3,6,1,3,6,5,5,5,8,2,7,1
6631,4,46,353824,12,0,40,0,0,1,0,1,1,0,0,0,3,0,4,3,0,2,2,2,1,3,5,7,0,0,6,2,6,3,9,0
46849,2,29,120645,12,0,40,0,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,4,4,0,5,0,5,5,4,4,1,5,4,1
31146,2,25,173062,13,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
15780,4,47,343579,2,0,12,0,0,1,0,0,2,1,1,2,1,1,3,2,3,4,3,4,2,4,5,4,4,5,7,1,1,7,0,5
38063,4,66,195161,15,0,20,0,0,1,1,1,2,2,1,2,2,1,3,2,3,3,3,4,3,6,1,3,6,5,0,5,8,6,7,1
30476,4,27,85918,13,0,68,0,0,1,1,1,1,2,0,3,2,2,0,0,1,3,0,0,3,5,5,1,1,3,2,6,7,8,1,6
41939,1,33,361280,16,0,40,0,0,1,0,1,1,1,1,3,1,1,0,0,3,3,3,4,3,0,5,3,5,5,5,4,1,2,4,1
44578,4,62,180418,8,0,40,0,0,0,0,1,0,1,1,1,1,1,1,2,3,5,3,4,4,6,1,0,6,5,4,8,1,5,3,7
46199,4,31,226525,13,0,51,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,3,5,2,4
25314,4,19,137578,9,0,53,0,0,0,0,0,1,1,1,0,1,3,1,0,4,2,0,0,1,4,3,5,1,3,8,6,7,9,1,6
33574,4,30,370498,10,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,2,0,3,5,0,0,0,1,2,6,5,9,0
23264,4,42,185145,10,0,57,0,0,0,1,1,0,1,1,1,1,1,1,0,3,5,0,0,4,4,5,5,1,3,4,6,7,0,1,6
9520,4,60,25141,10,0,60,0,0,1,1,1,1,1,1,0,1,1,0,0,3,3,0,0,5,4,1,1,1,5,2,8,7,8,3,6
46705,4,29,425830,12,0,40,0,0,0,0,1,1,0,0,0,3,0,1,3,0,2,2,2,1,3,5,5,0,0,8,2,6,9,9,0
30536,4,27,44767,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,5,5,2
8230,4,23,91189,13,0,20,0,0,1,0,0,1,0,2,3,0,0,0,1,2,3,1,5,3,2,4,3,3,1,5,3,2,2,6,3
36753,4,58,185338,13,0,40,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,5,2,4,4,8,5,4,1
41699,4,23,203924,9,0,70,0,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,5,4,5,1,1,3,2,6,7,3,1,6
11309,4,42,126094,9,0,39,0,0,0,0,0,0,1,1,1,1,1,2,0,3,0,4,4,6,1,6,2,7,5,1,8,1,4,3,7
609,4,17,169658,6,0,21,0,0,0,0,0,1,0,2,0,0,0,1,1,2,5,1,5,4,2,4,5,3,1,8,3,2,0,6,3
30948,4,51,134447,9,0,70,0,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,5,4,5,7,1,3,2,6,7,3,1,6
25695,4,47,149700,14,15024,35,1,0,1,1,1,1,2,0,3,2,1,0,4,3,3,3,4,3,0,2,3,5,2,5,4,8,2,4,1
15607,4,33,137059,10,0,10,0,0,1,0,0,1,0,2,0,0,0,4,1,2,2,1,5,1,2,4,7,3,1,6,3,2,3,6,3
6484,4,36,162256,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,0,4,1,6,1,6,2,7,6,3,0,4,1,8,8
32466,4,33,177727,9,0,40,1,0,0,0,0,0,1,2,1,1,3,2,0,4,0,4,1,6,1,6,2,7,6,3,0,4,1,8,8
3168,4,31,111567,13,0,70,1,0,1,1,1,1,2,0,3,1,2,0,0,1,3,0,0,3,4,5,1,1,3,2,6,7,8,1,6
31946,4,43,163434,13,0,55,1,0,0,1,1,1,2,0,0,2,2,1,4,1,5,5,3,4,5,2,5,2,2,4,7,8,0,2,1
40999,4,23,131415,9,0,35,0,0,0,0,0,0,0,2,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,5,5,2
7544,4,38,159179,15,0,45,1,0,0,1,1,1,2,0,0,2,2,1,4,1,5,5,3,4,5,2,5,2,2,8,7,8,0,2,1
48210,4,26,143280,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2
27917,4,40,178983,9,0,30,1,0,0,0,0,1,1,1,0,0,1,1,1,3,5,3,4,4,6,6,5,6,5,8,4,1,0,4,1
24803,4,25,259300,13,0,16,0,0,1,0,1,1,0,2,3,0,0,0,1,2,3,1,5,3,2,4,3,3,1,5,3,2,2,6,3
47817,4,29,101108,9,0,15,0,0,1,0,0,1,0,2,0,0,0,4,1,2,2,1,5,1,2,4,7,3,1,6,3,2,9,6,3
2514,4,29,490332,10,0,45,1,0,1,0,1,1,0,2,0,3,0,4,3,0,2,2,2,1,3,5,7,0,0,6,2,6,9,9,0
5158,4,22,36011,11,0,30,0,0,1,0,0,1,0,2,0,0,3,4,1,2,2,1,5,1,2,4,7,3,1,6,3,2,3,5,3
43173,4,48,195104,9,0,60,0,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,4,5,5,1,3,8,6,7,9,1,6
2829,4,36,107302,14,0,60,1,0,0,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,2,7,2,3,6,7,8,9,2,1
38918,4,38,314007,9,0,78,0,0,1,1,1,2,1,1,2,1,1,3,0,3,3,0,0,3,4,5,3,1,3,0,6,7,6,1,6
41084,4,64,209291,9,0,60,1,0,1,1,1,1,1,1,3,1,1,0,0,3,3,0,4,3,4,1,3,1,5,5,8,1,2,3,6
17011,4,23,187513,11,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9
43770,2,45,166181,9,0,25,0,0,0,0,1,1,1,1,0,1,1,1,0,3,2,3,4,1,0,5,5,5,5,8,4,1,9,4,1
35005,4,39,107302,13,0,35,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1
7337,4,37,538443,9,14344,40,1,0,1,0,1,2,0,0,2,3,0,3,3,0,4,2,2,2,3,5,4,0,0,7,2,6,7,9,0
