,black,population,householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWSocSec,pctWRetire,medFamInc,perCapInc,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn,GroundTruth,GroundTruth_DB,FairDEN,Scalable,FairSC_normalized,FairSC
407,1,0.01,0.55,0.46,0.49,0.3,0.31,0.03,0.98,0.15,0.54,0.05,0.43,0.37,0.15,0.12,0.47,0.7,0.03,0.72,0.41,0.39,0.11,0.78,0.09,0.85,0.39,0.83,0.87,0.6,0.36,0.35,0.15,0.4,0.33,0.4,0.42,0.4,0.59,0.52,0.68,0.45,0.36,0.59,0.0,0.03,0.56,0.5,0.34,0.61,0.42,0.58,0.52,0.11,0.09,0.08,0.24,0.26,0.27,0.27,0.87,0.54,0.47,0.02,0.06,0.07,0.21,0.0,0,-1,0,1,0,0
408,0,0.06,0.41,0.44,0.47,0.29,0.42,0.08,1.0,0.21,0.52,0.26,0.49,0.31,0.23,0.25,0.47,0.58,0.26,0.34,0.52,0.67,0.27,0.74,0.36,0.55,0.44,0.61,0.62,0.49,0.3,0.3,0.31,0.36,0.66,0.62,0.27,0.25,0.45,0.44,0.48,0.4,0.19,0.53,0.5,0.07,0.75,0.41,0.14,0.33,0.58,0.52,0.37,0.09,0.1,0.12,0.08,0.14,0.18,0.21,0.44,0.32,0.64,0.01,0.07,0.16,0.03,0.36,0,-1,0,1,0,0
409,0,0.03,0.29,0.16,0.32,0.15,0.58,0.04,1.0,0.64,0.53,0.39,0.51,0.47,0.75,0.86,0.17,0.15,0.9,0.15,0.51,0.39,0.77,0.1,0.88,0.56,0.51,0.62,0.62,0.35,0.59,0.58,0.8,0.58,0.57,0.49,0.28,0.2,0.28,0.38,0.21,0.48,0.22,0.6,0.0,0.02,0.88,0.43,0.07,0.25,0.35,0.05,0.19,1.0,1.0,1.0,0.79,0.83,1.0,0.82,0.56,0.74,0.14,0.06,0.03,0.23,0.2,0.0,0,-1,1,0,0,0
410,0,0.04,0.41,0.37,0.41,0.28,0.66,0.06,1.0,0.12,0.23,0.28,0.73,0.61,0.13,0.16,0.63,0.77,0.16,0.86,0.2,0.13,0.36,0.46,0.21,0.77,0.47,0.76,0.79,0.46,0.06,0.02,0.07,0.0,0.57,0.58,0.49,0.41,0.42,0.27,0.6,0.31,0.45,0.79,0.0,0.16,0.23,0.4,0.16,0.2,0.65,0.94,0.45,0.1,0.09,0.1,0.19,0.25,0.27,0.26,0.9,0.42,0.36,0.17,0.03,0.25,0.17,0.0,1,-1,1,1,0,0
411,0,0.02,0.49,0.39,0.51,0.33,0.44,0.0,0.0,0.31,0.57,0.12,0.47,0.46,0.32,0.29,0.42,0.52,0.24,0.41,0.51,0.27,0.59,0.47,0.35,0.53,0.57,0.58,0.58,0.53,0.43,0.44,0.48,0.34,0.57,0.63,0.32,0.28,0.48,0.49,0.49,0.37,0.2,0.56,0.0,0.03,0.71,0.38,0.12,0.4,0.13,0.26,0.32,0.28,0.28,0.26,0.44,0.46,0.5,0.48,0.79,0.59,0.68,0.07,0.01,0.41,0.17,0.0,0,-1,0,1,0,0
412,0,0.01,0.35,0.31,0.4,0.26,0.61,0.0,0.0,0.22,0.51,0.6,0.62,0.58,0.26,0.26,0.62,0.61,0.29,0.21,0.38,0.79,0.67,0.63,0.47,0.58,0.47,0.67,0.66,0.26,0.45,0.46,0.59,0.38,0.62,0.73,0.08,0.08,0.26,0.27,0.28,0.51,0.06,0.58,0.0,0.03,0.69,0.51,0.15,0.62,0.5,0.39,0.23,0.09,0.09,0.12,0.12,0.16,0.17,0.19,0.1,0.32,0.29,0.0,0.05,0.07,0.01,0.0,0,-1,0,1,0,0
413,0,1.0,0.44,0.38,0.5,0.33,0.44,1.0,1.0,0.21,0.44,0.09,0.52,0.51,0.21,0.23,0.51,0.69,0.24,0.61,0.35,0.26,0.56,0.45,0.34,0.78,0.74,0.73,0.79,0.57,0.01,0.0,0.06,0.03,0.47,0.48,0.5,0.4,0.45,0.47,0.47,0.35,0.21,0.51,0.5,1.0,0.63,0.36,1.0,0.62,0.13,0.47,0.45,0.09,0.08,0.09,0.19,0.24,0.27,0.27,0.55,0.34,0.5,0.67,0.23,0.76,1.0,0.36,1,-1,1,1,0,0
414,0,0.02,0.59,0.58,0.68,0.53,0.21,0.02,0.64,0.5,0.78,0.19,0.29,0.36,0.47,0.38,0.17,0.3,0.32,0.22,0.68,0.09,0.26,0.26,0.35,0.4,0.57,0.38,0.4,0.49,0.71,0.71,0.78,0.65,0.56,0.59,0.21,0.2,0.51,0.53,0.44,0.65,0.1,0.52,0.5,0.05,0.56,0.63,0.07,0.48,0.9,0.1,0.24,0.25,0.25,0.26,0.68,0.6,0.6,0.66,0.37,0.57,0.37,0.0,0.26,0.02,0.09,0.0,0,-1,0,0,0,0
415,1,0.0,0.34,0.22,0.24,0.11,0.92,0.0,0.0,0.25,0.2,0.14,0.89,1.0,0.23,0.24,0.24,0.46,0.14,0.34,0.21,0.16,0.3,0.38,0.29,0.41,0.08,0.35,0.38,0.22,0.74,0.71,0.8,0.71,0.54,0.55,0.09,0.11,0.38,0.3,0.66,0.75,0.08,0.58,0.0,0.02,0.58,0.81,0.02,0.3,0.94,0.19,0.11,0.15,0.13,0.12,0.45,0.4,0.4,0.45,0.46,0.51,0.19,0.0,0.03,0.07,0.0,0.0,0,-1,1,1,0,0
416,1,0.0,0.48,0.42,0.49,0.3,0.43,0.0,0.0,0.29,0.61,0.53,0.53,0.6,0.3,0.25,0.32,0.42,0.19,0.24,0.52,0.46,0.35,0.56,0.31,0.53,0.25,0.52,0.55,0.5,0.72,0.71,0.85,0.71,0.76,0.71,0.21,0.22,0.48,0.5,0.44,0.62,0.09,0.45,0.5,0.01,0.86,0.61,0.09,0.54,0.42,0.27,0.36,0.1,0.09,0.1,0.23,0.25,0.24,0.26,0.25,0.13,0.28,0.0,0.02,0.16,0.0,0.0,0,-1,0,1,0,0
417,1,0.0,0.36,0.27,0.49,0.29,0.59,0.02,1.0,0.35,0.52,0.26,0.59,0.32,0.37,0.34,0.61,0.68,0.23,0.49,0.49,0.36,0.24,0.39,0.36,0.26,0.57,0.31,0.29,0.49,0.72,0.74,0.74,0.77,0.27,0.41,0.25,0.22,0.41,0.56,0.36,0.26,0.26,0.75,0.0,0.02,0.65,0.23,0.02,0.42,0.29,0.15,0.12,0.49,0.47,0.46,0.53,0.6,0.66,0.58,0.66,0.64,1.0,0.0,0.0,1.0,1.0,0.0,0,-1,1,0,0,0
418,1,0.01,0.51,0.34,0.33,0.18,0.46,0.0,0.07,0.53,0.51,0.48,0.52,0.7,0.5,0.42,0.05,0.11,0.54,0.24,0.56,0.15,0.42,0.18,0.5,0.27,0.23,0.32,0.31,0.49,0.83,0.86,0.89,0.82,0.23,0.42,0.19,0.2,0.54,0.53,0.43,0.84,0.04,0.35,0.5,0.09,0.0,0.83,0.09,0.22,0.81,0.01,0.1,0.42,0.4,0.4,0.55,0.62,0.71,0.71,0.62,0.68,0.76,0.0,0.12,0.03,0.05,0.0,0,-1,1,0,0,0
419,0,0.01,0.41,0.42,0.41,0.25,0.57,0.0,0.0,0.24,0.4,0.26,0.58,0.58,0.27,0.23,0.44,0.54,0.18,0.47,0.28,0.43,0.22,0.5,0.3,0.51,0.19,0.34,0.43,0.44,0.74,0.73,0.71,0.76,0.31,0.28,0.23,0.22,0.43,0.41,0.45,0.68,0.21,0.55,0.0,0.04,0.47,0.69,0.38,0.79,0.35,0.55,0.48,0.03,0.03,0.05,0.12,0.14,0.16,0.16,0.47,0.14,0.28,0.0,0.02,0.15,0.0,0.0,0,-1,0,1,0,0
420,0,0.03,0.34,0.41,0.42,0.27,0.59,0.04,1.0,0.12,0.32,0.19,0.67,0.57,0.18,0.21,0.48,0.58,0.28,0.79,0.22,0.44,0.43,0.54,0.41,0.69,0.36,0.67,0.71,0.42,0.28,0.24,0.38,0.27,0.49,0.49,0.25,0.22,0.36,0.34,0.41,0.5,0.13,0.51,0.5,0.07,0.56,0.52,0.31,0.6,0.4,0.55,0.33,0.05,0.07,0.09,0.02,0.09,0.13,0.13,0.41,0.38,0.47,0.01,0.06,0.11,0.04,0.0,1,-1,0,1,0,0
421,1,0.04,0.34,0.3,0.52,0.32,0.54,0.06,1.0,0.32,0.49,0.06,0.58,0.57,0.35,0.31,0.32,0.47,0.16,0.49,0.47,0.27,0.43,0.35,0.29,0.37,0.6,0.43,0.42,0.44,0.53,0.59,0.51,0.48,0.19,0.27,0.21,0.18,0.36,0.47,0.34,0.28,0.11,0.71,0.0,0.05,0.78,0.26,0.07,0.45,0.0,0.1,0.29,0.41,0.39,0.34,0.43,0.48,0.55,0.52,0.42,0.64,0.5,0.0,0.01,0.88,0.98,0.0,0,-1,1,1,0,0
422,1,0.01,0.33,0.26,0.37,0.22,0.74,0.02,1.0,0.46,0.49,0.25,0.73,0.85,0.49,0.45,0.37,0.46,0.25,0.26,0.48,0.4,0.32,0.28,0.4,0.19,0.42,0.26,0.24,0.41,0.81,0.84,0.88,0.83,0.19,0.36,0.15,0.14,0.36,0.52,0.21,0.54,0.07,0.64,0.0,0.04,0.51,0.46,0.01,0.38,0.15,0.05,0.14,0.5,0.46,0.41,0.48,0.46,0.51,0.44,0.26,0.35,0.65,0.0,0.01,0.45,0.47,0.0,0,-1,0,0,0,0
423,0,0.05,0.36,0.38,0.51,0.31,0.45,0.07,1.0,0.16,0.41,0.11,0.59,0.41,0.18,0.17,0.6,0.66,0.14,0.49,0.39,0.38,0.28,0.53,0.25,0.87,0.48,0.74,0.83,0.53,0.36,0.37,0.32,0.38,0.49,0.51,0.34,0.26,0.36,0.45,0.32,0.42,0.2,0.74,0.0,0.09,0.61,0.39,0.85,0.6,0.0,0.5,0.33,0.05,0.05,0.05,0.12,0.15,0.17,0.14,0.48,0.22,0.36,0.03,0.04,0.27,0.39,0.0,0,-1,0,1,0,0
424,1,0.01,0.43,0.33,0.35,0.2,0.49,0.03,0.87,0.49,0.56,0.15,0.52,0.68,0.48,0.45,0.16,0.24,0.44,0.1,0.55,0.52,0.42,0.32,0.55,0.26,0.23,0.31,0.3,0.41,0.82,0.85,0.77,0.7,0.51,0.65,0.08,0.1,0.46,0.5,0.29,0.78,0.02,0.29,0.5,0.01,0.89,0.75,0.0,0.34,0.58,0.02,0.09,0.23,0.23,0.23,0.43,0.41,0.4,0.4,0.51,0.34,0.22,0.0,0.05,0.09,0.05,0.0,0,-1,0,0,0,0
425,0,0.01,0.49,0.43,0.53,0.33,0.33,0.02,1.0,0.22,0.69,0.21,0.36,0.38,0.22,0.19,0.31,0.51,0.09,0.33,0.56,0.59,0.18,0.42,0.2,0.74,0.29,0.78,0.79,0.49,0.53,0.56,0.5,0.46,0.53,0.58,0.18,0.18,0.49,0.45,0.56,0.39,0.22,0.6,0.0,0.03,0.63,0.43,0.18,0.46,0.54,0.54,0.41,0.08,0.06,0.05,0.26,0.26,0.26,0.26,0.29,0.09,0.49,0.0,0.01,0.26,0.02,0.0,0,-1,0,1,0,0
426,1,0.01,0.54,0.33,0.43,0.19,0.2,0.0,0.0,0.48,0.79,0.24,0.28,0.34,0.43,0.39,0.06,0.14,0.47,0.25,0.71,0.32,0.4,0.26,0.49,0.26,0.24,0.3,0.29,0.57,0.9,0.9,0.93,0.83,0.33,0.38,0.13,0.15,0.59,0.63,0.28,0.87,0.03,0.3,0.5,0.01,0.84,0.82,0.03,0.24,0.81,0.03,0.23,0.18,0.18,0.19,0.48,0.42,0.45,0.49,0.26,0.47,0.28,0.0,0.06,0.05,0.03,0.0,0,-1,0,0,0,0
427,0,0.03,0.35,0.45,0.48,0.36,0.66,0.04,1.0,0.13,0.37,0.15,0.74,0.47,0.17,0.19,0.63,0.66,0.26,0.48,0.34,0.63,0.45,0.65,0.32,0.57,0.5,0.58,0.61,0.42,0.26,0.25,0.35,0.28,0.66,0.74,0.26,0.22,0.32,0.3,0.4,0.38,0.18,0.64,0.0,0.05,0.65,0.41,0.18,0.63,0.46,0.69,0.14,0.07,0.08,0.09,0.07,0.13,0.17,0.17,0.39,0.41,0.47,0.01,0.03,0.18,0.05,0.0,1,-1,0,1,0,0
428,1,0.03,0.48,0.42,0.43,0.28,0.58,0.0,0.0,0.24,0.42,0.61,0.64,0.54,0.25,0.23,0.62,0.55,0.29,0.36,0.39,0.41,0.44,0.46,0.39,0.41,0.28,0.45,0.45,0.52,0.67,0.64,0.79,0.64,0.57,0.61,0.35,0.33,0.49,0.47,0.52,0.55,0.34,0.6,0.0,0.06,0.6,0.56,0.14,0.37,0.67,0.49,0.4,0.1,0.12,0.13,0.24,0.27,0.27,0.28,0.56,0.44,0.35,0.01,0.07,0.09,0.0,0.0,1,-1,0,1,0,0
429,0,0.19,0.49,0.35,0.53,0.33,0.47,0.2,1.0,0.36,0.49,0.27,0.5,0.75,0.34,0.32,0.25,0.31,0.29,0.43,0.48,0.32,0.27,0.37,0.34,0.48,0.33,0.58,0.55,0.49,0.64,0.6,0.68,0.55,0.48,0.46,0.43,0.4,0.53,0.43,0.64,0.43,0.44,0.64,0.0,0.23,0.65,0.49,0.04,0.18,0.81,0.21,0.21,0.39,0.43,0.45,0.62,0.58,0.63,0.57,0.81,0.92,0.21,0.03,0.12,0.26,0.23,0.67,0,-1,0,0,0,0
430,1,0.02,0.39,0.32,0.46,0.28,0.55,0.0,0.0,0.38,0.53,0.21,0.56,0.62,0.41,0.39,0.29,0.42,0.32,0.47,0.5,0.57,0.38,0.39,0.43,0.37,0.36,0.37,0.38,0.42,0.7,0.73,0.78,0.71,0.54,0.6,0.15,0.14,0.41,0.48,0.32,0.57,0.06,0.48,0.5,0.11,0.15,0.53,0.04,0.85,0.48,0.08,0.11,0.37,0.37,0.41,0.35,0.4,0.47,0.43,0.55,0.5,0.37,0.01,0.09,0.06,0.03,0.0,0,-1,0,0,0,0
431,0,0.58,0.39,0.37,0.5,0.31,0.38,0.58,1.0,0.27,0.46,0.16,0.41,0.5,0.28,0.31,0.35,0.39,0.37,0.49,0.42,0.14,0.43,0.29,0.48,0.75,0.56,0.78,0.8,0.53,0.37,0.4,0.45,0.37,0.36,0.36,0.46,0.36,0.4,0.4,0.44,0.38,0.39,0.63,0.0,0.47,0.78,0.4,0.46,0.27,0.52,0.22,0.37,0.23,0.27,0.31,0.34,0.37,0.44,0.37,0.69,0.54,0.24,0.75,0.28,0.32,0.23,0.89,0,-1,1,1,0,0
432,0,0.0,0.37,0.3,0.39,0.22,0.42,0.02,1.0,0.54,0.74,0.14,0.38,0.43,0.53,0.45,0.24,0.21,0.49,0.04,0.7,0.55,0.44,0.33,0.62,0.33,0.38,0.31,0.33,0.4,0.87,0.83,0.91,0.76,0.61,0.74,0.14,0.14,0.38,0.51,0.07,0.79,0.03,0.39,0.5,0.01,0.84,0.69,0.0,0.07,0.56,0.0,0.2,0.19,0.17,0.15,0.54,0.47,0.53,0.46,0.27,0.37,0.46,0.0,0.01,0.23,0.1,0.0,0,-1,0,0,0,0
433,0,0.05,0.38,0.44,0.46,0.31,0.54,0.0,0.0,0.11,0.31,0.11,0.63,0.45,0.14,0.19,0.45,0.55,0.24,0.63,0.28,0.35,0.5,0.43,0.37,0.67,0.45,0.67,0.7,0.48,0.23,0.23,0.22,0.21,0.61,0.57,0.32,0.28,0.38,0.36,0.43,0.46,0.19,0.5,0.5,0.08,0.64,0.48,0.36,0.65,0.46,0.62,0.56,0.06,0.06,0.07,0.04,0.11,0.14,0.11,0.5,0.27,0.39,0.02,0.1,0.1,0.03,0.0,0,-1,0,1,0,0
434,1,0.0,0.56,0.41,0.5,0.32,0.3,0.0,0.0,0.42,0.72,0.25,0.35,0.42,0.39,0.34,0.14,0.25,0.31,0.24,0.6,0.35,0.38,0.42,0.38,0.56,0.37,0.42,0.49,0.47,0.75,0.76,0.79,0.79,0.74,0.81,0.15,0.16,0.53,0.56,0.36,0.79,0.05,0.48,0.5,0.03,0.45,0.76,0.19,1.0,0.67,0.08,1.0,0.26,0.26,0.26,0.41,0.44,0.47,0.47,0.29,0.5,0.24,0.0,0.13,0.02,0.01,0.0,0,-1,0,0,0,0
435,1,0.0,0.4,0.27,0.48,0.29,0.45,0.02,1.0,0.55,0.71,0.31,0.51,0.5,0.55,0.55,0.43,0.44,0.33,0.22,0.65,0.52,0.31,0.3,0.49,0.36,0.45,0.35,0.37,0.43,0.77,0.78,0.89,0.67,0.39,0.32,0.17,0.17,0.44,0.54,0.3,0.56,0.08,0.5,0.5,0.01,0.85,0.51,0.0,0.35,0.48,0.01,0.14,0.52,0.5,0.51,0.76,0.63,0.68,0.63,0.27,0.64,0.61,0.0,0.01,0.31,0.18,0.0,0,-1,0,0,0,0
436,0,0.06,0.53,0.41,0.59,0.39,0.44,0.07,0.97,0.21,0.49,0.11,0.54,0.77,0.22,0.21,0.31,0.44,0.23,0.35,0.37,0.29,0.57,0.35,0.39,0.43,0.55,0.46,0.45,0.48,0.59,0.63,0.6,0.61,0.43,0.47,0.22,0.2,0.43,0.46,0.42,0.43,0.1,0.48,0.5,0.05,0.8,0.43,0.06,0.35,0.19,0.31,0.34,0.13,0.13,0.13,0.22,0.25,0.26,0.25,0.55,0.32,0.63,0.0,0.22,0.05,0.08,0.0,0,-1,0,1,0,0
437,1,0.01,0.37,0.21,0.45,0.23,0.47,0.03,0.97,0.6,0.78,0.32,0.38,0.5,0.63,0.58,0.18,0.24,0.51,0.08,0.69,0.24,0.36,0.15,0.64,0.64,0.45,0.39,0.52,0.37,0.84,0.86,0.88,0.79,0.83,0.83,0.05,0.05,0.32,0.42,0.17,0.66,0.02,0.63,0.0,0.03,0.7,0.59,0.03,0.25,0.69,0.03,0.11,0.46,0.46,0.46,0.8,0.71,0.78,0.74,0.4,0.47,0.24,0.0,0.04,0.1,0.14,0.0,0,-1,0,0,0,0
438,0,0.43,0.53,0.34,0.46,0.29,0.37,0.44,1.0,0.52,0.65,0.19,0.39,0.5,0.51,0.43,0.25,0.3,0.38,0.24,0.62,0.19,0.3,0.31,0.38,0.46,0.5,0.5,0.5,0.62,0.66,0.64,0.76,0.65,0.71,0.72,0.51,0.45,0.56,0.59,0.51,0.53,0.53,0.57,0.0,0.19,0.88,0.52,0.1,0.22,0.42,0.05,0.24,0.79,0.79,0.8,0.74,0.7,0.85,0.69,0.55,0.69,0.19,0.13,0.17,0.39,0.64,0.0,0,-1,1,0,0,0
439,1,0.03,0.24,0.42,0.44,0.35,0.64,0.05,1.0,0.12,0.29,0.31,0.59,0.54,0.15,0.22,0.28,0.39,0.28,0.56,0.3,0.19,0.52,0.39,0.4,0.87,0.42,0.79,0.86,0.3,0.36,0.43,0.42,0.32,0.36,0.46,0.14,0.11,0.2,0.25,0.22,0.39,0.11,0.63,0.0,0.05,0.75,0.38,0.22,0.4,0.48,0.39,0.22,0.09,0.08,0.09,0.14,0.18,0.19,0.15,0.53,0.44,0.29,0.03,0.04,0.16,0.01,0.0,0,-1,0,1,0,0
440,1,0.01,0.56,0.43,0.46,0.28,0.32,0.02,1.0,0.39,0.65,0.11,0.38,0.41,0.35,0.31,0.18,0.29,0.33,0.23,0.61,0.28,0.29,0.3,0.44,0.48,0.33,0.58,0.56,0.51,0.72,0.71,0.74,0.77,0.6,0.58,0.23,0.24,0.57,0.54,0.6,0.64,0.12,0.25,0.5,0.01,0.75,0.66,0.07,0.45,0.81,0.14,0.03,0.19,0.18,0.17,0.49,0.48,0.62,0.59,0.66,0.54,0.33,0.0,0.01,0.21,0.0,0.0,0,-1,0,0,0,0
441,0,0.03,0.38,0.37,0.44,0.27,0.48,0.0,0.0,0.22,0.47,0.54,0.54,0.5,0.25,0.25,0.54,0.58,0.21,0.36,0.45,0.7,0.31,0.73,0.3,0.57,0.31,0.57,0.59,0.4,0.49,0.49,0.46,0.54,0.71,0.66,0.14,0.14,0.39,0.39,0.41,0.52,0.1,0.49,0.5,0.04,0.71,0.53,0.2,0.35,0.56,0.53,0.3,0.1,0.1,0.12,0.13,0.22,0.24,0.23,0.31,0.23,0.32,0.0,0.08,0.08,0.0,0.0,0,-1,0,1,0,0
442,1,0.01,0.35,0.42,0.44,0.29,0.56,0.0,0.0,0.14,0.35,0.54,0.64,0.35,0.15,0.18,0.72,0.7,0.16,0.44,0.36,0.79,0.31,0.84,0.22,0.63,0.17,0.55,0.61,0.35,0.66,0.66,0.58,0.58,0.7,0.64,0.08,0.09,0.37,0.36,0.39,0.61,0.08,0.47,0.5,0.02,0.77,0.61,0.36,0.44,0.69,0.65,0.29,0.05,0.05,0.06,0.08,0.12,0.11,0.11,0.47,0.22,0.31,0.0,0.08,0.05,0.01,0.0,0,-1,0,1,0,0
443,1,0.01,0.32,0.34,0.46,0.28,0.36,0.02,1.0,0.38,0.68,0.4,0.36,0.48,0.39,0.36,0.26,0.33,0.25,0.24,0.62,0.55,0.27,0.43,0.45,0.56,0.29,0.56,0.59,0.35,0.67,0.73,0.82,0.66,0.69,0.76,0.07,0.08,0.34,0.47,0.18,0.63,0.04,0.41,0.5,0.01,0.93,0.55,0.0,0.17,0.56,0.09,0.0,0.16,0.15,0.14,0.28,0.26,0.26,0.26,0.21,0.27,0.18,0.0,0.03,0.11,0.07,0.0,0,-1,0,1,0,0
444,0,0.08,0.33,0.38,0.52,0.32,0.43,0.09,0.99,0.15,0.48,0.24,0.46,0.37,0.17,0.25,0.47,0.52,0.33,0.59,0.4,0.09,0.85,0.31,0.44,0.83,0.53,0.77,0.83,0.47,0.28,0.28,0.42,0.19,0.54,0.57,0.3,0.23,0.33,0.35,0.36,0.26,0.28,0.78,0.0,0.36,0.04,0.27,0.58,0.56,0.42,0.64,0.45,0.09,0.09,0.11,0.17,0.23,0.26,0.23,0.53,0.42,0.63,0.06,0.13,0.11,0.18,0.44,1,-1,1,1,0,0
445,0,0.01,0.38,0.37,0.41,0.25,0.47,0.0,0.0,0.24,0.47,0.31,0.54,0.43,0.29,0.25,0.48,0.45,0.34,0.32,0.42,0.63,0.49,0.59,0.49,0.45,0.23,0.54,0.52,0.4,0.61,0.61,0.59,0.64,0.59,0.49,0.13,0.14,0.41,0.42,0.39,0.59,0.08,0.41,0.5,0.03,0.72,0.58,0.15,0.44,0.54,0.57,0.09,0.08,0.09,0.1,0.08,0.13,0.15,0.14,0.41,0.29,0.39,0.0,0.06,0.06,0.02,0.0,0,-1,0,1,0,0
446,0,0.0,0.41,0.46,0.52,0.34,0.44,0.0,0.0,0.19,0.51,0.37,0.52,0.62,0.21,0.18,0.46,0.48,0.22,0.45,0.38,0.27,0.43,0.44,0.37,0.48,0.36,0.55,0.54,0.46,0.54,0.52,0.68,0.54,0.49,0.5,0.22,0.2,0.41,0.42,0.43,0.5,0.14,0.39,0.5,0.03,0.53,0.5,0.14,0.57,0.6,0.7,0.21,0.08,0.08,0.08,0.04,0.1,0.16,0.12,0.29,0.35,0.46,0.0,0.05,0.06,0.01,0.0,0,-1,0,1,0,0
447,0,0.08,0.49,0.45,0.55,0.35,0.28,0.1,1.0,0.31,0.62,0.09,0.39,0.28,0.32,0.27,0.37,0.6,0.17,0.67,0.54,0.4,0.46,0.61,0.23,0.62,0.75,0.62,0.65,0.67,0.16,0.18,0.4,0.21,0.71,0.69,0.62,0.52,0.54,0.81,0.45,0.19,0.47,0.8,0.0,0.11,0.64,0.14,0.39,0.35,0.25,0.43,0.51,0.27,0.27,0.26,0.45,0.46,0.49,0.46,0.52,0.68,1.0,0.0,0.01,1.0,1.0,0.19,1,-1,1,1,0,0
448,1,0.02,0.56,0.4,0.35,0.23,0.39,0.04,1.0,1.0,0.68,0.2,0.45,0.47,1.0,1.0,0.08,0.08,0.93,0.14,0.56,0.28,0.67,0.08,0.96,0.11,0.35,0.2,0.17,0.58,0.92,0.94,0.95,0.89,0.0,0.06,0.21,0.22,0.61,0.67,0.3,0.82,0.05,0.2,0.5,0.01,0.88,0.76,0.17,0.34,0.13,0.01,0.19,0.78,0.82,0.93,0.87,0.9,1.0,0.89,0.44,0.54,0.68,0.0,0.01,0.35,0.79,0.0,0,-1,1,0,0,0
449,1,0.02,0.37,0.33,0.39,0.24,0.45,0.03,1.0,0.56,0.65,0.21,0.38,0.62,0.59,0.57,0.07,0.11,0.66,0.09,0.59,0.49,0.57,0.16,0.87,0.27,0.3,0.36,0.33,0.36,0.79,0.85,0.79,0.78,0.49,0.58,0.07,0.08,0.37,0.46,0.19,0.73,0.01,0.39,0.5,0.02,0.8,0.66,0.03,0.36,0.73,0.01,0.2,0.26,0.26,0.25,0.42,0.4,0.43,0.42,0.22,0.28,0.25,0.0,0.02,0.2,0.08,0.0,0,-1,0,0,0,0
450,0,0.0,0.47,0.5,0.49,0.3,0.47,0.0,0.0,0.1,0.45,0.69,0.68,0.25,0.14,0.13,0.74,0.72,0.17,0.57,0.38,0.84,0.24,0.89,0.24,0.62,0.42,0.71,0.71,0.58,0.21,0.21,0.25,0.33,0.62,0.7,0.37,0.34,0.5,0.49,0.51,0.51,0.24,0.44,0.5,0.01,0.87,0.52,0.0,0.45,0.67,0.53,0.76,0.06,0.04,0.05,0.01,0.09,0.1,0.11,0.5,0.49,0.72,0.0,0.02,0.12,0.01,0.0,0,-1,0,1,0,0
451,1,0.04,0.34,0.32,0.38,0.22,0.63,0.0,0.0,0.21,0.41,0.11,0.69,0.56,0.25,0.24,0.44,0.44,0.22,0.35,0.4,0.85,0.39,0.73,0.31,0.38,0.36,0.33,0.36,0.42,0.7,0.75,0.74,0.69,0.68,0.68,0.19,0.16,0.34,0.41,0.22,0.64,0.07,0.46,0.5,0.03,0.85,0.59,0.1,0.61,0.23,0.18,0.13,0.08,0.06,0.06,0.13,0.14,0.14,0.13,0.33,0.19,0.31,0.0,0.04,0.19,0.05,0.0,0,-1,0,1,0,0
452,0,0.03,0.34,0.37,0.45,0.3,0.64,0.05,1.0,0.18,0.44,0.13,0.66,0.62,0.21,0.2,0.7,0.73,0.1,0.35,0.44,0.88,0.17,0.88,0.22,0.64,0.28,0.58,0.63,0.36,0.5,0.46,0.51,0.49,0.63,0.67,0.17,0.16,0.37,0.32,0.46,0.52,0.15,0.68,0.0,0.04,0.79,0.56,0.27,0.47,0.35,0.54,0.48,0.07,0.06,0.07,0.08,0.14,0.14,0.18,0.31,0.23,0.36,0.0,0.04,0.16,0.02,0.0,0,-1,0,1,0,0
